ICMP,Media,Condition,TechRep,Age,SizeMM,Colour,Researcher,ICMPPhylum,TestedAgainst,Strain,ScreeningRound,BioRep,DaysOld,TimePoint,Lux,CtrlLux
16864,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,1,1080,165462
16864,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,2,1102,165462
16864,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,3,88,165462
16864,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,1,2598,783201
16864,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,2,780,783201
16864,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,3,1936,783201
16864,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,1,2,92885
16864,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,2,172,92885
16864,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,3,4,92885
16864,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,1,826,79993
16864,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,2,6018,79993
16864,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,3,16551,79993
16864,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,1,50,416017
16864,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,2,172,416017
16864,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,3,294,416017
16864,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,1,10718,53134
16864,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,2,2512,53134
16864,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,3,4060,53134
16864,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,1,0,27051
16864,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,2,4,27051
16864,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,3,4,27051
16864,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,1,12450,1943436
16864,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,2,19681,1943436
16864,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,3,170,1943436
16864,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,1,12176,648963
16864,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,2,17603,648963
16864,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,8,1,20,3,1898,648963
16864,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,912,638
16864,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,1358,638
16864,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,2874,638
16864,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,32135,904
16864,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,37907,904
16864,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,51389,904
16864,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,3304,654
16864,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,4186,654
16864,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,2494,654
16864,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,5156,1228
16864,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,6732,1228
16864,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,6494,1228
16864,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,1158,730
16864,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,1316,730
16864,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,1252,730
16864,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,17351,484
16864,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,12156,484
16864,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,8740,484
16864,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,4788,1012
16864,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,5888,1012
16864,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,15303,1012
16864,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,5724,412
16864,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,6860,412
16864,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,4980,412
16864,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,3592,4862
16864,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,7078,4862
16864,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,7460,4862
16864,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,33179,12252
16864,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,24767,12252
16864,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,28372,12252
16864,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,15943,5590
16864,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,19461,5590
16864,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,18017,5590
16864,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,13830,4098
16864,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,18405,4098
16864,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,15853,4098
16864,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,41832,5570
16864,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,18031,5570
16864,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,13250,5570
16864,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,13676,2548
16864,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,12234,2548
16864,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,12244,2548
16864,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,10674,3930
16864,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,11240,3930
16864,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,27821,3930
16864,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,13846,6690
16864,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,13572,6690
16864,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,10728,6690
16864,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,12708,202266
16864,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,2806,202266
16864,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,1732,202266
16864,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,15513,54042
16864,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,13024,54042
16864,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,16259,54042
16864,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,6732,30156
16864,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,4574,30156
16864,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,4284,30156
16864,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,4216,98282
16864,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,7788,98282
16864,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,5852,98282
16864,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,5966,14859
16864,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,3510,14859
16864,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,3264,14859
16864,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,6142,7596
16864,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,4150,7596
16864,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,4434,7596
16864,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,1686,179008
16864,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,3344,179008
16864,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,9746,179008
16864,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,3944,53464
16864,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,3746,53464
16864,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,3072,53464
16864,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,1536,372908
16864,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,486,372908
16864,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,898,372908
16864,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,9628,80128
16864,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,9998,80128
16864,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,13936,80128
16864,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,3146,15603
16864,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,2036,15603
16864,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,1986,15603
16864,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,2612,479265
16864,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,4902,479265
16864,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,3548,479265
16864,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,2060,9932
16864,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,1582,9932
16864,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,1256,9932
16864,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,2998,13134
16864,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,2102,13134
16864,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,1994,13134
16864,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,958,1510857
16864,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,2636,1510857
16864,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,6976,1510857
16864,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,1,2122,30966
16864,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,2,2166,30966
16864,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,2,15,3,1778,30966
16864,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,460,512
16864,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,522,512
16864,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,440,512
16864,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,350,884
16864,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,338,884
16864,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,394,884
16864,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,616,706
16864,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,552,706
16864,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,554,706
16864,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,492,1072
16864,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,572,1072
16864,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,414,1072
16864,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,692,684
16864,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,620,684
16864,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,618,684
16864,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,252,590
16864,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,502,590
16864,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,160,590
16864,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,466,872
16864,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,506,872
16864,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,366,872
16864,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,346,436
16864,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,234,436
16864,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,308,436
16864,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,570,6436
16864,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,1346,6436
16864,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,868,6436
16864,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,394,9402
16864,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,126,9402
16864,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,144,9402
16864,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,1780,7484
16864,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,4294,7484
16864,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,3528,7484
16864,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,30,6056
16864,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,42,6056
16864,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,52,6056
16864,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,2486,6900
16864,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,3048,6900
16864,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,1802,6900
16864,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,4,13042
16864,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,1302,13042
16864,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,2,13042
16864,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,440,6562
16864,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,168,6562
16864,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,10,6562
16864,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,146,6256
16864,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,10,6256
16864,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,638,6256
16864,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,16899,668019
16864,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,35896,668019
16864,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,4534,668019
16864,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,212,487000
16864,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,222,487000
16864,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,564,487000
16864,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,8402,64804
16864,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,33651,64804
16864,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,42847,64804
16864,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,58,301951
16864,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,188,301951
16864,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,164,301951
16864,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,28704,59517
16864,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,14935,59517
16864,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,29858,59517
16864,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,2,782920
16864,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,11880,782920
16864,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,2,782920
16864,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,3230,728113
16864,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,1082,728113
16864,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,46,728113
16864,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,2898,530109
16864,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,152,530109
16864,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,3370,530109
16864,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,20430,780163
16864,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,48879,780163
16864,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,4656,780163
16864,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,324,593047
16864,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,264,593047
16864,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,558,593047
16864,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,8510,78887
16864,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,48377,78887
16864,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,64764,78887
16864,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,132,366745
16864,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,336,366745
16864,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,190,366745
16864,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,36490,56555
16864,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,24034,56555
16864,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,37368,56555
16864,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,2,944578
16864,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,12658,944578
16864,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,2,944578
16864,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,3106,1313510
16864,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,1798,1313510
16864,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,3,110,1313510
16864,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,1,3358,743413
16864,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,25,2,174,743413
16864,TYA,,3,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,14,3,25,3,3548,743413
17554,PDA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,246,238
17554,PDA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,216,238
17554,PDA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,214,238
17554,OA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,290,318
17554,OA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,296,318
17554,OA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,274,318
17554,CSA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,280,228
17554,CSA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,210,228
17554,CSA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,164,228
17554,MEA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,308,186
17554,MEA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,278,186
17554,MEA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,200,186
17554,REA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,238,258
17554,REA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,270,258
17554,REA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,160,258
17554,CYA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,148,172
17554,CYA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,142,172
17554,CYA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,152,172
17554,MYA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,318,192
17554,MYA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,144,192
17554,MYA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,230,192
17554,TYA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,134,250
17554,TYA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,108,250
17554,TYA,,0,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,140,250
17554,PDA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,6,7670
17554,PDA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,122,7670
17554,PDA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,98,7670
17554,OA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,3566,3066
17554,OA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,3902,3066
17554,OA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,2498,3066
17554,CSA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,1968,6876
17554,CSA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,1956,6876
17554,CSA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,808,6876
17554,MEA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,5724,4558
17554,MEA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,2742,4558
17554,MEA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,3160,4558
17554,REA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,906,2770
17554,REA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,2160,2770
17554,REA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,946,2770
17554,CYA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,2012,1822
17554,CYA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,2552,1822
17554,CYA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,2054,1822
17554,MYA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,6002,6136
17554,MYA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,2210,6136
17554,MYA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,2076,6136
17554,TYA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,1054,1010
17554,TYA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,800,1010
17554,TYA,,1,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,730,1010
17554,PDA,,2,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,1,12,16381
17554,PDA,,2,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,2,1884,16381
17554,PDA,,2,,,,Alex,Basidiomycota,MA,NZRM4048 Lux,10,1,11,3,1396,16381
