ICMP,Media,Condition,TechRep,Age,SizeMM,Colour,Researcher,ICMPPhylum,TestedAgainst,Strain,ScreeningRound,BioRep,DaysOld,TimePoint,Lux,CtrlLux
477,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,3,14,7596
477,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,1,28,179008
477,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,2,24,179008
477,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,3,34,179008
477,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,1,44,53464
477,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,2,32,53464
477,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,3,30,53464
477,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,1,0,372908
477,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,2,2,372908
477,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,3,2,372908
477,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,1,4,80128
477,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,2,4,80128
477,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,3,6,80128
477,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,1,4,15603
477,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,2,2,15603
477,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,3,4,15603
477,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,1,4,479265
477,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,2,44,479265
477,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,3,30,479265
477,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,1,72,9932
477,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,2,106,9932
477,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,3,248,9932
477,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,1,42,13134
477,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,2,58,13134
477,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,3,20,13134
477,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,1,46,1510857
477,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,2,22,1510857
477,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,3,30,1510857
477,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,1,48,30966
477,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,2,44,30966
477,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,9,1,15,3,40,30966
477,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,102,360
477,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,174,360
477,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,102,360
477,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,276,476
477,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,266,476
477,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,148,476
477,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,234,386
477,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,174,386
477,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,14,386
477,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,316,526
477,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,270,526
477,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,20,526
477,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,468,448
477,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,406,448
477,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,268,448
477,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,292,288
477,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,354,288
477,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,124,288
477,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,202,458
477,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,208,458
477,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,210,458
477,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,334,262
477,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,328,262
477,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,60,262
477,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,0,54558
477,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,2,54558
477,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,0,54558
477,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,2,127641
477,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,2,127641
477,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,0,127641
477,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,10,20286
477,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,4,20286
477,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,6,20286
477,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,102,34555
477,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,102,34555
477,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,14,34555
477,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,306,17455
477,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,230,17455
477,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,270,17455
477,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,120,84
477,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,186,84
477,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,30,84
477,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,40,51279
477,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,20,51279
477,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,20,51279
477,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,80,86
477,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,62,86
477,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,12,86
477,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,2,122490
477,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,0,122490
477,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,0,122490
477,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,2,198627
477,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,2,198627
477,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,0,198627
477,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,8,28810
477,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,10,28810
477,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,6,28810
477,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,118,83681
477,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,116,83681
477,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,6,83681
477,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,414,25711
477,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,322,25711
477,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,398,25711
477,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,168,108
477,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,256,108
477,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,18,108
477,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,46,132904
477,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,24,132904
477,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,18,132904
477,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,62,166
477,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,40,166
477,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,14,166
477,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,0,565574
477,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,4,565574
477,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,4,565574
477,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,0,429809
477,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,2,429809
477,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,4,429809
477,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,6,66434
477,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,4,66434
477,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,2,66434
477,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,98,408161
477,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,96,408161
477,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,12,408161
477,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,214,46162
477,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,204,46162
477,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,242,46162
477,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,92,94
477,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,106,94
477,CYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,46,94
477,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,44,1050598
477,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,34,1050598
477,MYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,16,1050598
477,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,1,46,962
477,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,2,28,962
477,TYA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,13,2,23,3,12,962
477,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,74,512
477,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,90,512
477,PDA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,110,512
477,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,234,884
477,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,272,884
477,OA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,162,884
477,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,202,706
477,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,224,706
477,CSA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,118,706
477,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,268,1072
477,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,224,1072
477,MEA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,218,1072
477,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,506,684
477,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,590,684
477,REA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,456,684
477,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,280,590
477,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,342,590
477,CYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,380,590
477,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,176,872
477,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,150,872
477,MYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,110,872
477,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,208,436
477,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,268,436
477,TYA,,0,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,306,436
477,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,2,6436
477,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,0,6436
477,PDA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,4,6436
477,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,0,9402
477,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,6,9402
477,OA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,2,9402
477,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,2,7484
477,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,2,7484
477,CSA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,2,7484
477,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,156,6056
477,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,60,6056
477,MEA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,62,6056
477,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,194,6900
477,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,396,6900
477,REA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,376,6900
477,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,82,13042
477,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,122,13042
477,CYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,136,13042
477,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,14,6562
477,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,12,6562
477,MYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,18,6562
477,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,82,6256
477,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,72,6256
477,TYA,,1,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,90,6256
477,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,2,668019
477,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,2,668019
477,PDA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,4,668019
477,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,2,487000
477,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,2,487000
477,OA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,0,487000
477,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,0,64804
477,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,4,64804
477,CSA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,2,64804
477,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,44,301951
477,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,32,301951
477,MEA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,50,301951
477,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,176,59517
477,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,748,59517
477,REA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,374,59517
477,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,10,782920
477,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,12,782920
477,CYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,26,782920
477,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,8,728113
477,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,8,728113
477,MYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,10,728113
477,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,14,530109
477,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,16,530109
477,TYA,,2,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,18,530109
477,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,0,780163
477,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,2,780163
477,PDA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,2,780163
477,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,0,593047
477,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,0,593047
477,OA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,2,593047
477,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,2,78887
477,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,2,78887
477,CSA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,2,78887
477,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,26,366745
477,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,32,366745
477,MEA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,30,366745
477,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,1,206,56555
477,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,2,602,56555
477,REA,,3,,,,Alex,Ascomycota,MA,NZRM4048 Lux,14,3,21,3,292,56555
